,All Out 50s,All Out 60s,All Out 70s,All Out 80s,All Out 90s,All Out 00s,All Out 10s,US Top 50,Top_Male_Artists_of_2018,Top_Female_Artists_of_2018,Eminem,Beatles,Prince,Nina Simone,Lady Gaga,Justin Bieber,John Mayer,Depeche Mode,Ed Sheeran,Aretha Franklin,Ed Sheeran,Adele,Tom Petty,Metallica,Madonna,Stevie Wonder,Earth Wind And Fire,Drake,Elton John,Radiohead,Kendrick_Lamar,Frank_Sinatra,Red Hot Chili Peppers,Michael Buble,Beyonce,John Legend,ACDC,All Playlists
congratulations,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
superman,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
/,,,,,,,4.0,,2.0,,,7.0,1.0,,,3.0,,,,,,,,8.0,,,,,,,,,,,372.0,,,397.0
neck•,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
back•,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"warrior""",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
•,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0
viii,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
mcmlxii,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
iv,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
mcmlxxxviii,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
xii,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
xxviii,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
mmi,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
xiv,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
mcmlxiii,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
x,,,,,,,1.0,11.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,13.0
xxiii,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
mcmlx,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
waist•,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"beautiful""",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
feathers,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
dreamcatcher,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
arm•,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
"""strong""",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"""rock",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,9.0
n',,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0
"roll""",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0
"""faith""",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
flock,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
outline,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"""stay""",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"""peace""",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
iii,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
smiley,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
leg•,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
"""let",,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,21.0,26.0
"""",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,4.0
"god""",,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
"""buddy",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"here""",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
zara,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
larsson,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
mnek,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
adam,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
levine,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
be?,,,,,,,2.0,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,5.0
around?,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
actin',,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,6.0
kendrick,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,15.0,,,35.0
lamar,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,9.0,,,21.0
“please,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
stop”,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
boo'd,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
screenshots,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
jealous,,,,,,,1.0,,1.0,7.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,12.0
woo,,,,,,,1.0,6.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0
this?,,,,,,,3.0,1.0,1.0,1.0,12.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,19.0
poona,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
body's,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
describe,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
crazy?,,,,,,,1.0,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,5.0
july,,,,,,,3.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,1.0,,,,,1.0,10.0
la-da-dee,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
la-da-da,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
oven,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
discovered?,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
guarantee,,,,,,,1.0,,1.0,,12.0,,,,,,,,,,,,,1.0,,,,19.0,,,,1.0,,,,,,35.0
"""peter",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
pan,,,,,,,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
"lonely""",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
day...,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
neverland,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0
peter,,,,,,,5.0,,,,,,,6.0,,,,,,,,,,,,,1.0,,,,,,,,6.0,,,18.0
woods,,,,,,,3.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,23.0
"""run",,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
"boy""",,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
sprinkled,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
pixie,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
soared,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
realized,,,,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
peacefully,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
tinker,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,7.0
storybook,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
say...,,,,,,,1.0,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,21.0
wasting,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0
hold?,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
helping,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0
legendary,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
unconditionally,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
juicy,,,,,,,1.0,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,6.0
j,,,,,,,1.0,3.0,8.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,8.0,,,22.0
rainbow,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
spiritual,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,4.0,,,,,,,,,,,,7.0
"""roar""",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"""unconditionally""",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"""dark",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"horse""",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"""birthday""",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
annotated,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
low?,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,6.0,,,,,,,,8.0
patient,,,,,,,2.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,6.0
lifeline,,,,,,,5.0,,,,,,,,,5.0,,,,,,,,,,,,,,,1.0,,,,,,,11.0
o-old,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0
no-no,,,,,,,2.0,,1.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,7.0
mø,,,,,,,3.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,6.0
afloat,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0
floated,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
haunting,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
taunting,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
shouting,,,,,,,2.0,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,11.0
cruel?,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
distant,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,8.0
woah-oh-oh,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
washes,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
must've,,,,,,,1.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
dodged,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
bullet,,,,,,,2.0,,,,3.0,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,2.0,10.0
honestly,,,,,,,4.0,8.0,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,15.0
tyga,,,,,,,3.0,5.0,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,18.0
frame,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0
'cedes,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
tom,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
brady,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
blonde,,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
marcia,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
handler,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
racing,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
exaggeration,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
pace,,,,,,,1.0,1.0,1.0,1.0,3.0,,,,,,6.0,,,,,,,,,,,19.0,,,,1.0,,,,,,33.0
pia,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
mia,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,15.0
lover’s,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
back?,,,,,,,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
moment?,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
scratching,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,3.0
gritting,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
caller,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
id,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
islands.,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
jokey,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
boy.,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
gwan,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
theron,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,5.0
sag,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
flag,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
rep,,,,,,,1.0,,,,,,4.0,,,,,,,,,,,,,,,,,,8.0,,,,,,,13.0
clique,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,3.0
"""that's",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0
"shit""",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
timo,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
you'n,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
islands,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0
ghetto,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,5.0
youths,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
skunt,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
cartel,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
lighters,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
f.e.m.a,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
mucho,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
gasolina,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
arena,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
didn’t,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,1.0,,,6.0
'96,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
dot,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0
slums,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0
burst,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0
biggie,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,4.0
rappers,,,,,,,1.0,,3.0,,24.0,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,35.0
caribbean,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
bo,,,,,,,4.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,6.0
yaow,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
yuh,,,,,,,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,11.0
cruz,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
bvi,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
st.,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,8.0
representing,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
yute,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
necessary,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0
so-lo,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
you!,,,,,,,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,5.0
applause,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
chatter,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
sam,,,,,,,9.0,5.0,5.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,20.0
mom?,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
hebrew,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
member,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
classic,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
on-camera,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
hours...,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
dude,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,5.0
shift,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
shift!,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
that?!,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
room!,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"""alright",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0
"fine.""",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
bullshit!,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
fucking,,,,,,,1.0,7.0,,,3.0,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,,,17.0
idiot,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0
there!,,,,,,,4.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0
letra,,,,,,,1.0,1.0,7.0,6.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,18.0
"""despacito",,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0
"remix""",,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,4.0
thankful,,,,,,,1.0,5.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,7.0
blessin',,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0
tailor-made,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0
verso,,,,,,,2.0,,12.0,10.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,4.0,,,30.0
luis,,,,,,,7.0,,9.0,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,23.0
fonsi,,,,,,,8.0,,11.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,27.0
yankee,,,,,,,9.0,,12.0,,,,,,,9.0,,,,,,,,,,,,,1.0,,,,,,,,,31.0
¡oh!,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0
tú,,,,,,,3.0,22.0,48.0,31.0,,,,,,3.0,,,,,,,,,,,,22.0,,,,,,,,,,129.0
eres,,,,,,,2.0,15.0,3.0,,,,,,,2.0,,,,,,,,,,,,15.0,,,,,,,,,,37.0
el,,,,,,,5.0,3.0,45.0,33.0,,,,,,6.0,,,,,,,,,,,,2.0,,,,,,,5.0,,,99.0
imán,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0
y,,,,,,,9.0,3.0,62.0,45.0,,,,,,9.0,,,,,,,,,,,,3.0,,,,,,1.0,5.0,,,137.0
soy,,,,,,,1.0,5.0,3.0,2.0,,,,,,1.0,,,,,,,,,,,,5.0,,,,,,1.0,2.0,,,20.0
metal,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,17.0,,,,,,,,,,,,,,19.0
voy,,,,,,,2.0,1.0,,8.0,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,14.0
acercando,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0
armando,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0
sólo,,,,,,,1.0,4.0,7.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,15.0
con,,,,,,,3.0,1.0,15.0,12.0,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,2.0,,,37.0
pensarlo,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0
acelera,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0
pulso,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0
está,,,,,,,2.0,,7.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,5.0,,,16.0
gustando,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0
más,,,,,,,2.0,2.0,2.0,12.0,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,1.0,,,23.0
lo,,,,,,,1.0,15.0,27.0,25.0,,,,,,1.0,,,,,,,,,1.0,,,15.0,,,,,,2.0,2.0,,,89.0
todos,,,,,,,1.0,3.0,,1.0,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,1.0,,,10.0
sentidos,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0
pidiendo,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,3.0
esto,,,,,,,2.0,,5.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,9.0
hay,,,,,,,1.0,,8.0,28.0,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,41.0
tomarlo,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0
ningún,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,3.0
apuro,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0
coro,,,,,,,2.0,,16.0,13.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,33.0
despacito,,,,,,,10.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,20.0
quiero,,,,,,,12.0,2.0,3.0,8.0,,,,,,12.0,,,,,,,,,,,,2.0,,,,,,1.0,,,,40.0
respirar,,,,,,,2.0,1.0,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,6.0
cuello,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,4.0
deja,,,,,,,2.0,,5.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,10.0
diga,,,,,,,2.0,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,5.0
cosas,,,,,,,2.0,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,6.0
al,,,,,,,2.0,1.0,9.0,5.0,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,20.0
oído,,,,,,,2.0,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,5.0
acuerdes,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,4.0
estás,,,,,,,3.0,,4.0,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,11.0
conmigo,,,,,,,3.0,5.0,6.0,9.0,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,27.0
desnudarte,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,4.0
besos,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,4.0
firmo,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,4.0
las,,,,,,,2.0,2.0,1.0,5.0,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,1.0,,,,15.0
paredes,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,4.0
laberinto,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,4.0
hacer,,,,,,,2.0,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,5.0
cuerpo,,,,,,,2.0,,3.0,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,10.0
todo,,,,,,,2.0,2.0,3.0,5.0,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,1.0,,,,17.0
manuscrito,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,4.0
sube,,,,,,,10.0,,4.0,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,24.0
post-coro,,,,,,,3.0,,4.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,10.0
bailar,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,4.0
