Column1,All Out 50s,All Out 60s,All Out 70s,All Out 80s,All Out 90s,All Out 00s,All Out 10s,US Top 50,Top_Male_Artists_of_2018,Top_Female_Artists_of_2018,Eminem,Beatles,Prince,Nina Simone,Lady Gaga,Justin Bieber,John Mayer,Depeche Mode,Ed Sheeran,Aretha Franklin,Ed Sheeran2,Adele,Tom Petty,Metallica,Madonna,Stevie Wonder,Earth Wind And Fire,Drake,Elton John,Radiohead,Kendrick_Lamar,Frank_Sinatra,Red Hot Chili Peppers,Michael Buble,Beyonce,John Legend,ACDC,All Playlists
direction,,,1,1,,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,6
poison,,,,1,,1,1,,,,,,,,,,,4,,,,,4,,,,,,,1,,,,,,,,12
hole,,,,1,,1,1,,,,,,,,,1,,,,,,,,,,,,,,2,1,,,,,,3,10
station,,,,1,,1,1,,,,1,,,,,,,,,,,,2,,,,,,,,,,4,,,,,10
fingers,,,16,,,1,1,,2,,,,,,,,,,,,,,,,,5,,,,,,,,,,,6,31
bound,1,1,3,,,1,1,,,,,,,,2,,,,,2,,,,3,,,1,,,,,,,,,,,15
wondering,2,1,1,,,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,8
blowing,,1,1,,,1,1,,,,,,,,,,,,,3,,,,,,,,,6,,,,,,,,3,16
click,,,1,,,1,1,,,,,,,,7,4,,2,,3,,,,,,,,,,14,1,,,,5,,,39
surrender,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,45
you...,,,,,,1,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,7
reached,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,5
helpless,,,,,,1,1,,,,,,,,,,,,,,,,,10,,,,,,,,,,,3,,,15
destruct,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,,7
internet,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,,,6
positive,,,,,,1,1,,,,,,,,,,,,,,,,,,,5,,,,,1,,,,3,,,11
nibble,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3
thug,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
amount,,,,,,1,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,4
throwing,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3
struggle,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
display,,,,,,1,1,,,,,,,,,4,,,,,,,,,,,,4,,,,,,,,,,10
2005,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
underground,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
teeth,,,,,,1,1,,1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,16
rear,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3
mother,1,,1,2,11,,1,,,2,,,,1,,,,,,,,,,,,2,,,4,,1,,,,,,,26
apologize,,,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
"""the",,,,,7,,1,,1,,1,14,,,,8,,,,,,,,44,,,,,,,2,,,,3,,7,88
keeps,6,2,4,1,6,,1,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,3,26
daughter,,,,,6,,1,,,,,,4,,,,,,,,,,,,,,1,,,,4,,,,,,,16
great,2,4,,,5,,1,,,1,1,,,,2,,,,,2,,,12,1,,1,,,2,,1,,7,,,,,42
father's,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
also,,,,,5,,1,,1,,,,,,,8,,,,,,,,,,,,,,,,,4,,3,,,22
god.,,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
yes.,,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
building,,,,,4,,1,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,2,11
situation,,,,1,3,,1,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,8
week,1,1,2,,3,,1,,1,,3,,,,1,4,,,7,1,7,,,,,,,,,,,1,,,,,,33
bathe,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
memory,,,,5,2,,1,,,,,,,,,,,,,,,,,12,,,,,2,,,1,,,,,,23
ladies,,,3,4,2,,1,,1,,3,,,,,,3,,,,,,,,,,1,,,,,1,,,,,1,20
skies,,3,2,2,2,,1,,,,,,,,,,,,,,,,6,8,,,,,,,,,,,,,,24
looked,,1,1,1,2,,1,,,3,,,,,1,,,,,,,,,,,,,,,,1,1,,,1,,,13
works,,,3,,2,,1,,,,,,,,,,,,,,,,2,,,,1,1,,,,,,,,,,10
written,,,,,2,,1,,,1,,,2,2,,,,,,,,,,,,,,,,,,,,,60,,,68
weight,,,,,2,,1,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,7
health,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
mom's,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
driver,,,,,2,,1,,,,,,,,,,,,7,,7,,,,,,,,,,,,,,4,,,21
alternate,,,,,2,,1,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,9
madly,,,,,2,,1,,1,,,,,,,8,,,,,,,,10,,,,,,,,,,,,,,22
"""love",,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
taxi,,,,,2,,1,,,,,,,,,,,,7,,7,,,,,,,,,,,,,,,,,17
simple,,,,5,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,9
yellow,,,,2,1,,1,,,,1,7,,,,,,,,14,,,,,,,,,,,,,,,,,,26
sent,,,,1,1,,1,,,1,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,7
begin,3,3,3,,1,,1,,,,3,,,,,,,,7,2,7,,,,2,,,,,4,,,,,,,,36
winds,1,,3,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,9
wine,2,2,2,,1,,1,,4,1,,,,,,,,,,,,,,,,,,,,,,2,,10,1,,3,29
passing,,,2,,1,,1,,,,,,,,,,,,,,,,,,,5,,,2,,,,,,,,,11
someone's,,,1,,1,,1,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,6
coffee,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,5
purpose,,4,,,1,,1,,1,,,,,,,8,,,,,,,,,,,2,,,,2,,,,,,,19
"""now",,2,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
held,,1,,,1,,1,,,,,,,4,,,,,,,,,,,,2,,,,,,,,5,,,,14
africa,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
modern,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3
waited,,,,,1,,1,,,,,,,5,,,,1,,,,,2,,,,,,,,,,,,,,,10
noon,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,30
sticking,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
pack,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,8
bin,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
sour,,,,,1,,1,,,1,,,,,,,,,7,,7,,,,,,,,,,,,,,,,,17
arrow,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,7,,,10
mystery,,,,20,,,1,,1,,,,,,,,,,,,,,,,7,1,,,,,,,,,,,,30
stone,,,1,9,,,1,,,,3,,,,,,,,,,,7,,23,,,,,,,,,,,,,,44
emotion?,,,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
golden,,1,,3,,,1,,1,,,,,,,,12,1,,,,,,,,,,,,,,,7,,,,,26
sunrise,,,,3,,,1,,6,3,,,,,,1,,,,,,,,,,,,,2,,,1,,,,,,17
daylight,,,,3,,,1,,,,,,,,,,,,,,,,,,3,,,,2,,,,,,,,,9
working,,,,3,,,1,,,,1,,,,,,,2,,,,,1,,,,,,,,,,,,3,,1,12
madness,,,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5
meant,4,,,2,,,1,,2,2,,,26,,,,,,,,,,,,,,,,,,,,,,,,,37
gentlemen,,,,2,,,1,,,,3,,,,,,3,,,,,,,,,,1,,,,,,,,,,,10
haunt,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
below,,,2,1,,,1,,1,,12,,,,,,,,,,,,,,,,,4,1,,,,,,,,,22
brought,,1,1,1,,,1,,3,,,,,,,,,,,2,,,,,,1,4,,,6,6,,,,,,,26
shade,,4,,1,,,1,,4,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,22
fallen,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
asking,2,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,21,,,,3,29
life's,2,,,1,,,1,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,7
thrill,2,,,1,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,7
danced,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
mis,,,,1,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,6
bandit,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
he?,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
toast,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,8
wallowing,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
screw,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5
21,,,,1,,,1,,2,,,,,,,8,,,,,,,,,5,,,,,,,,,,,,,17
22,,,,1,,,1,,2,,,,,,,8,,,,,,,,,5,,,,,,,,,,1,,,18
bonfire,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
non-stop,,,,1,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,4
prize,,,,1,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,4
disappear,,,,1,,,1,,,,,,,,,,,,,,,,,6,,,2,,,,,,,,,,,10
preacher,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
afternoon,,,17,,,,1,,,,,,,,,,3,,,,,,2,,,,,,,,,,,,,,,23
messages,,,17,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
hallelujah,,,16,,,,1,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,56
across,,1,12,,,,1,,2,,,,7,,,1,,,,,,,,,,1,,,,,,,,,,,4,29
beach,2,1,8,,,,1,,,,,,,,,4,,,,,,,,,,,1,,,,,,,,,,,17
midnight,,4,4,,,,1,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,,1,15
empty,,,4,,,,1,,4,,,,,,,1,,,,,,,,,,1,,19,,,,,,,,,,30
small,3,3,2,,,,1,,,1,,,,,,,,,,,,,,8,,,,,,,,3,,,,,,21
weary,,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
rough,,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,6,,1,16
shinin',,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
creeps,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
sticks,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,8,,1,,,,,,12
you’ll,,,2,,,,1,,,,3,,,,,1,6,,,,,,,,,,,,,,,,,,,,,13
introduced,,1,1,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,6
john,,1,1,,,,1,,,,,,,,7,,,,,,,,,,,,,,,,,,,,57,68,,135
kissed,2,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
bible,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,2,,,,,,,6
eight,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,4
watched,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"die""",,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
spill,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3
confusion,,,1,,,,1,,,,,,,,,,,,,,,,,2,,2,,,1,,,,,,3,,,10
mark,,,1,,,,1,,1,,,,,,,8,,,,,,,,,,,,,,,,,,,3,,,14
climb,,,1,,,,1,,,,,,3,,1,1,,,,,,,,,,,,,,,,1,,,,,,8
table,,,1,,,,1,,3,2,,,,,,1,,,7,,7,,,,,,,,,,1,,2,,,,,25
despair,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,5,,,,8
jukebox,,,1,,,,1,,,,,,,,,,,,7,,7,,,,,,,,,,,,,1,9,,1,27
mmm,2,5,,,,,1,,1,2,,,,1,,,1,,,1,,,,,,,2,,,,,,,,,5,,21
buried,,5,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
struggling,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
fit,,1,,,,,1,,,,,,,,,5,,,1,,1,,,,2,,,1,,,,,,,,,,12
cards,,1,,,,,1,,,5,,,2,,,,,,,,,,,,,,,,,6,,,,,,,,15
cheat,,1,,,,,1,,,,,,,,,,6,,,6,,,,,,,,,,,,,,,,,,14
torn,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
string,2,,,,,,1,,,,,,2,,,,,,,,,1,,,,,,,,,,2,,,6,,,14
swept,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3
sober,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2
ghosts,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
vows,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
slam,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ups,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,4
downs,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
narrative,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
...because,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
you...and,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
chaos,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
clam,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
can?,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
stilettos,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
circles,,,,,,,1,,,,,,,,7,,,,,,,,,,,1,,,,,1,,,,,,,10
oh​,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
remedy,,,,,,,1,,,1,,,,,,,,,,,,9,,,,,,,,,,,,,,,,11
lea,,,,,,,1,,,1,,,,,,,,,,,,9,,,,,,,,,,,,,,,,11
reruns,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
betty,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
whites,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,4
shoesclotheseverything,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
byob,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
momcall,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
sayonara,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
vista,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
whooooa,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
whooooaaa,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
whoaaaa,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
leeeeave,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
heeaaart,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
well?,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
opened,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2
seal,,,,,,,1,,,,,,,,,,,,,,,,,7,,,,,,,1,,,,,,,9
mebaby,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
reply,,,,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4
babe?,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3
diana,,,,,,,1,,,,,,,,,,,,,,,,,,,,,19,,,,,,9,9,,,38
happily,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2
"""best",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"ever""",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"""story",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"life""",,,,,,,1,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,6
"""midnight",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"memories""",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"i""",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
cotton,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,3
strangest,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
gone?,,,,,,,1,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,6
issue,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
blink-182,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
tucson,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
pressure,,,,,,,1,,4,2,,,,2,,12,,,,,,,,,,,,8,,,4,,,,,,,33
travis,,,,,,,1,,1,1,,,,,,8,,,,,,,,,,,,,,,,,,,,,,11
scott,,,,,,,1,,1,1,,,1,,,8,,,,,,,,,,,,,,,,,,,9,,20,41
ü,,,,,,,1,,1,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,10
skrillex,,,,,,,1,,1,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,10
diplo,,,,,,,1,,1,,,,,,,13,,,,,,,,,,,,,,,,,,,15,,,30
nas,,,,,,,1,,1,,,,,,,8,,,,,,,,,5,,,,,,,,,,,,,15
itunes,,,,,,,1,,1,,,,,,,12,,,,,,,,,,,,,,,1,,,,1,,,16
pre-order,,,,,,,1,,1,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,10
ariana,,,,,,,1,,1,,,,,,,8,,,,,,,,,,,,,,,,,,,1,,,11
grande,,,,,,,1,,1,3,,,,,,8,,,,,,,,,,,,,,,,,,,2,,,15
bigger,,,,,,,1,,1,,,,,,,8,,,,,,,,,,,,1,,,1,,2,,,,,14
"*""hit",,,,,,,1,,1,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,10
"ground""",,,,,,,1,,1,,,,,,,8,,,,,,,,,,,,,,,,1,,,,,,11
"most""",,,,,,,1,,1,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,10
walmart,,,,,,,1,,1,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,14
begin?,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
call?,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2
cupid,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2
warned,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
fire's,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
in?,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2
first?,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
blind?,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
sky?,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
heights?,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
depths,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2
“wow,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
out”,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2
“how,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
else?”,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
frown,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
posting,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
cuttin',,,,,,,1,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,7
harry​,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
​liam​,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
​all,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
reckless,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,4
mindd,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
befour,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
intermission,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
bordersz,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
lucozade,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
tio,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
tracks15.,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
exclusive,,,,,,,1,,,,,,,,7,,,,,,,,,,,,,,,,,,,,2,,2,12
tracks19.,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
tracks21.,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"""pillowtalk""",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"art""like",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"would""",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"art""befour""",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
thrifty,,,,,,,1,,,,,,,,,,,,7,,7,,,,,,,,,,,,,,,,,15
hi,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
retirement,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
conglomeration,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
neuron-transmutation,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
dense,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
immortal,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
die?,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
pennsyltucky,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
state?,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1985,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,5,7
selenophobic,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
sparkle,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,3
inanimate,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
sparrow,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
amidst,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
iridescent,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
marsupial,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
fetus,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
bellows,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
melodic,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
menagerie,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
fleeting,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
slothfulness,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
invisible,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2
cocoon,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
callous,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
conscious,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,3
germinating,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
harmonies,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
forgotten,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2
liked,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
whispers,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
notch,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
belt,,,,,,,1,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,5
creeping,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,3
speechless,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
lone,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ranger,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
congratulations,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
superman,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
neck•,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
back•,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"warrior""",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
mcmlxii,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
iv,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
mcmlxxxviii,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
xii,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
xxviii,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
